age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue
33.0,6.0,57.0,Fem,True,2.0,Nigeria,58
43.0,6.0,102.0,Fem,False,3.0,Nigeria,61
42.0,6.0,42.0,Fem,False,4.0,Nigeria,101
18.0,11.0,10.0,Fem,False,8.0,Nigeria,unknown
38.0,3.0,15.5,Fem,False,3.0,Nigeria,27
45.0,3.0,44.0,Fem,True,4.0,Nigeria,81
37.0,8.0,42.0,Fem,False,6.0,Nigeria,65
48.0,7.0,22.0,Masc,False,3.0,Nigeria,33
48.0,3.0,28.0,Fem,False,0.0,Nigeria,27
34.0,5.0,44.0,Masc,True,3.0,Nigeria,34
37.0,6.0,15.5,Fem,True,9.0,Nigeria,33
38.0,3.0,42.0,Fem,False,1.0,Nigeria,33
37.0,9.0,102.0,Fem,False,3.0,Nigeria,63
49.0,5.0,44.0,Fem,True,7.0,Nigeria,89
24.0,6.0,44.0,Fem,False,5.0,Nigeria,108
41.0,5.0,10.0,Fem,False,4.0,Nigeria,45
30.0,5.0,44.0,Fem,False,5.0,Nigeria,91
24.0,7.0,28.0,Masc,False,9.0,Nigeria,47
47.0,6.0,44.0,Fem,True,5.0,Nigeria,87
44.0,7.0,28.0,Fem,False,4.0,Nigeria,80
41.0,3.0,57.0,Fem,True,3.0,Nigeria,56
36.0,6.0,22.0,Masc,True,3.0,Nigeria,17
34.0,3.0,44.0,Fem,False,8.0,Nigeria,68
43.0,5.0,102.0,Masc,False,5.0,Nigeria,193
34.0,12.0,10.0,Masc,False,4.0,Nigeria,4
49.0,6.0,22.0,Fem,False,7.0,Nigeria,59
24.0,6.0,15.5,Fem,False,7.0,Nigeria,37
27.0,6.0,78.0,Masc,False,6.0,Nigeria,97
40.0,4.0,42.0,Fem,False,6.0,Nigeria,75
19.0,4.0,117.0,Fem,False,10.0,Nigeria,297
35.0,8.0,102.0,Fem,False,8.0,Nigeria,218
48.0,6.0,28.0,Fem,False,5.0,Nigeria,35
22.0,6.0,22.0,Fem,False,4.0,Nigeria,71
32.0,12.0,22.0,Fem,False,4.0,Nigeria,37
22.0,3.0,28.0,Fem,False,5.0,Nigeria,54
48.0,6.0,42.0,Fem,False,5.0,Nigeria,78
29.0,6.0,57.0,Fem,False,7.0,Nigeria,104
56.0,8.0,117.0,Masc,True,3.0,Nigeria,96
34.0,6.0,57.0,Fem,True,3.0,Nigeria,21
43.0,4.0,44.0,Masc,True,5.0,Nigeria,73
40.0,6.0,44.0,Fem,True,2.0,Nigeria,50
29.0,6.0,28.0,Fem,False,3.0,Nigeria,37
28.0,6.0,15.5,Fem,False,4.0,Nigeria,59
41.0,11.0,44.0,Fem,False,8.0,Nigeria,31
35.0,3.0,28.0,Fem,False,3.0,Nigeria,25
41.0,3.0,44.0,Fem,True,4.0,Nigeria,100
43.0,8.0,44.0,Fem,False,6.0,Nigeria,114
49.0,7.0,10.0,Masc,False,3.0,Nigeria,18
31.0,3.0,102.0,Fem,False,0.0,Nigeria,47
33.0,5.0,28.0,Fem,True,3.0,Nigeria,41
34.0,6.0,78.0,Fem,True,9.0,Nigeria,134
28.0,3.0,44.0,Masc,False,1.0,Nigeria,27
50.0,9.0,15.5,Fem,False,3.0,Nigeria,17
30.0,5.0,15.5,Masc,True,7.0,Nigeria,42
34.0,6.0,42.0,Masc,False,5.0,Nigeria,94
29.0,5.0,10.0,Fem,False,4.0,Nigeria,42
35.0,5.0,44.0,Fem,False,5.0,Nigeria,123
23.0,7.0,44.0,Masc,False,9.0,Nigeria,76
40.0,6.0,117.0,Fem,True,5.0,Nigeria,295
37.0,7.0,22.0,Fem,False,4.0,Nigeria,36
43.0,3.0,57.0,Fem,True,3.0,Nigeria,29
77.0,6.0,102.0,Fem,True,3.0,Nigeria,106
23.0,3.0,42.0,Fem,False,8.0,Nigeria,63
35.0,5.0,10.0,Fem,False,5.0,Nigeria,59
35.0,12.0,15.5,Fem,False,4.0,Nigeria,30
42.0,6.0,44.0,Fem,False,7.0,Nigeria,92
36.0,6.0,42.0,Fem,False,7.0,Nigeria,55
51.0,6.0,22.0,Masc,False,6.0,Nigeria,33
43.0,4.0,28.0,Fem,False,6.0,Nigeria,57
32.0,4.0,44.0,Masc,False,10.0,Nigeria,95
28.0,8.0,15.5,Fem,False,8.0,Nigeria,52
50.0,6.0,42.0,Fem,False,5.0,Nigeria,23
36.0,6.0,102.0,Fem,False,4.0,Nigeria,199
37.0,12.0,44.0,Fem,False,4.0,Nigeria,87
38.0,3.0,44.0,Fem,False,5.0,Nigeria,78
47.0,6.0,10.0,Fem,False,5.0,Nigeria,61
28.0,6.0,44.0,Fem,False,7.0,Nigeria,116
66.0,8.0,28.0,Masc,True,3.0,Nigeria,18
36.0,6.0,44.0,Fem,True,3.0,Nigeria,56
61.0,4.0,28.0,Fem,True,5.0,Nigeria,75
48.0,6.0,57.0,Fem,True,2.0,Nigeria,20
21.0,6.0,22.0,Masc,False,3.0,Nigeria,9
53.0,6.0,44.0,Fem,False,4.0,Nigeria,131
43.0,11.0,102.0,Masc,False,8.0,Nigeria,143
45.0,3.0,10.0,Masc,False,3.0,Nigeria,15
36.0,3.0,22.0,Fem,True,4.0,Nigeria,53
34.0,8.0,15.5,Fem,False,6.0,Nigeria,36
40.0,7.0,78.0,Masc,False,3.0,Nigeria,68
37.0,3.0,42.0,Fem,False,0.0,Nigeria,36
28.0,5.0,117.0,Fem,True,3.0,Nigeria,61
43.0,6.0,102.0,Fem,True,9.0,Nigeria,171
22.0,3.0,28.0,Fem,False,1.0,Nigeria,13
23.0,9.0,22.0,Fem,False,3.0,Nigeria,27
39.0,5.0,22.0,Fem,True,7.0,Nigeria,51
44.0,6.0,28.0,Fem,False,5.0,Nigeria,55
36.0,5.0,42.0,Fem,False,4.0,Nigeria,95
36.0,5.0,57.0,Fem,False,5.0,Nigeria,39
34.0,7.0,117.0,Masc,False,9.0,Nigeria,111
27.0,6.0,57.0,Fem,True,5.0,Nigeria,20
54.0,7.0,44.0,Masc,False,4.0,Nigeria,66
22.0,3.0,44.0,Fem,True,3.0,Nigeria,20
52.0,6.0,28.0,Fem,True,3.0,Nigeria,18
31.0,3.0,15.5,Fem,False,8.0,Nigeria,54
30.0,5.0,44.0,Fem,False,5.0,Nigeria,76
34.0,12.0,28.0,Fem,False,4.0,Nigeria,48
36.0,6.0,44.0,Fem,False,7.0,Nigeria,91
56.0,6.0,44.0,Fem,False,7.0,Nigeria,89
79.0,6.0,10.0,Masc,False,6.0,Nigeria,34
24.0,4.0,102.0,Fem,False,6.0,Nigeria,174
31.0,4.0,28.0,Fem,False,10.0,Nigeria,58
21.0,8.0,78.0,Fem,False,8.0,Nigeria,92
36.0,6.0,44.0,Masc,False,5.0,Nigeria,119
40.0,6.0,15.5,Fem,False,4.0,Nigeria,36
25.0,12.0,15.5,Masc,False,4.0,Nigeria,71
54.0,3.0,42.0,Masc,False,5.0,Nigeria,72
28.0,6.0,10.0,Fem,False,5.0,Nigeria,33
34.0,6.0,44.0,Fem,False,7.0,Nigeria,109
36.0,8.0,44.0,Masc,True,3.0,Nigeria,37
25.0,6.0,117.0,Fem,True,3.0,Nigeria,90
44.0,4.0,22.0,Fem,True,5.0,Nigeria,70
24.0,6.0,57.0,Fem,True,2.0,Nigeria,37
39.0,6.0,102.0,Fem,False,3.0,Nigeria,58
40.0,6.0,42.0,Fem,False,4.0,Nigeria,86
44.0,11.0,10.0,Fem,False,8.0,Nigeria,24
29.0,3.0,15.5,Fem,False,3.0,Nigeria,14
41.0,3.0,44.0,Fem,True,4.0,Nigeria,68
40.0,8.0,42.0,Fem,False,6.0,Nigeria,101
38.0,7.0,22.0,Masc,False,3.0,Nigeria,22
37.0,3.0,28.0,Fem,False,0.0,Nigeria,19
20.0,5.0,44.0,Masc,True,3.0,Nigeria,44
35.0,6.0,15.5,Fem,True,9.0,Nigeria,36
37.0,3.0,42.0,Fem,False,1.0,Nigeria,29
36.0,9.0,102.0,Fem,False,3.0,Nigeria,87
55.0,5.0,44.0,Fem,True,7.0,Nigeria,67
46.0,6.0,44.0,Fem,False,5.0,Nigeria,99
52.0,5.0,10.0,Fem,False,4.0,Nigeria,71
38.0,5.0,44.0,Fem,False,5.0,Nigeria,63
18.0,7.0,28.0,Masc,False,9.0,Nigeria,57
45.0,6.0,44.0,Fem,True,5.0,Nigeria,112
76.0,7.0,28.0,Fem,False,4.0,Nigeria,104
35.0,3.0,57.0,Fem,True,3.0,Nigeria,54
31.0,6.0,22.0,Masc,True,3.0,Nigeria,21
36.0,3.0,44.0,Fem,False,8.0,Nigeria,80
32.0,5.0,102.0,Masc,False,5.0,Nigeria,97
28.0,12.0,10.0,Masc,False,4.0,Nigeria,33
26.0,6.0,22.0,Fem,False,7.0,Nigeria,62
35.0,6.0,15.5,Fem,False,7.0,Nigeria,42
37.0,6.0,78.0,Masc,False,6.0,Nigeria,126
51.0,4.0,42.0,Fem,False,6.0,Nigeria,82
30.0,4.0,117.0,Fem,False,10.0,Nigeria,170
41.0,8.0,102.0,Fem,False,8.0,Nigeria,221
66.0,6.0,28.0,Fem,False,5.0,Nigeria,56
34.0,6.0,22.0,Fem,False,4.0,Nigeria,56
79.0,12.0,22.0,Fem,False,4.0,Nigeria,42
34.0,3.0,28.0,Fem,False,5.0,Nigeria,70
33.0,6.0,42.0,Fem,False,5.0,Nigeria,92
29.0,6.0,57.0,Fem,False,7.0,Nigeria,154
51.0,8.0,117.0,Masc,True,3.0,Nigeria,94
39.0,6.0,57.0,Fem,True,3.0,Nigeria,20
24.0,4.0,44.0,Masc,True,5.0,Nigeria,129
29.0,6.0,44.0,Fem,True,2.0,Nigeria,38
28.0,6.0,28.0,Fem,False,3.0,Nigeria,28
46.0,6.0,15.5,Fem,False,4.0,Nigeria,51
37.0,11.0,44.0,Fem,False,8.0,Nigeria,72
46.0,3.0,28.0,Fem,False,3.0,Nigeria,32
36.0,3.0,44.0,Fem,True,4.0,Nigeria,93
34.0,8.0,44.0,Fem,False,6.0,Nigeria,115
42.0,7.0,10.0,Masc,False,3.0,Nigeria,19
40.0,3.0,102.0,Fem,False,0.0,Nigeria,86
25.0,5.0,28.0,Fem,True,3.0,Nigeria,24
23.0,13.0,44.0,Fem,False,2.0,Bangladesh,49
35.0,6.0,44.0,Fem,True,4.0,Bangladesh,119
27.0,6.0,28.0,Fem,True,2.0,Bangladesh,34
42.0,2.0,22.0,Masc,False,4.0,Bangladesh,78
43.0,5.0,42.0,Fem,False,8.0,Bangladesh,92
49.0,6.0,22.0,Masc,True,4.0,Bangladesh,57
51.0,7.0,15.5,Fem,False,4.0,Bangladesh,81
41.0,3.0,102.0,Fem,False,9.0,Bangladesh,83
27.0,10.0,10.0,Fem,False,5.0,Bangladesh,17
37.0,3.0,42.0,Fem,False,0.0,Bangladesh,45
42.0,11.0,28.0,Fem,False,3.0,Bangladesh,29
46.0,7.0,28.0,Masc,False,1.0,Bangladesh,25
32.0,2.0,44.0,Fem,True,3.0,Bangladesh,50
33.0,4.0,15.5,Fem,False,2.0,Bangladesh,19
24.0,5.0,44.0,Fem,True,10.0,Bangladesh,115
32.0,8.0,57.0,Masc,False,7.0,Bangladesh,123
43.0,14.0,42.0,Masc,False,4.0,Bangladesh,42
33.0,7.0,22.0,Fem,False,4.0,Bangladesh,95
44.0,5.0,15.5,Masc,False,4.0,Bangladesh,41
42.0,8.0,10.0,Fem,False,3.0,Bangladesh,21
49.0,6.0,15.5,Masc,False,3.0,Bangladesh,26
49.0,8.0,22.0,Fem,False,3.0,Bangladesh,24
27.0,4.0,44.0,Fem,False,2.0,Bangladesh,44
36.0,4.0,28.0,Masc,False,3.0,Bangladesh,17
22.0,9.0,15.5,Fem,True,6.0,Bangladesh,50
38.0,7.0,22.0,Fem,False,7.0,Bangladesh,50
32.0,5.0,28.0,Fem,True,6.0,Bangladesh,87
45.0,6.0,44.0,Fem,False,8.0,Bangladesh,97
37.0,4.0,28.0,Fem,True,1.0,Bangladesh,21
44.0,6.0,15.5,Fem,False,5.0,Bangladesh,43
50.0,6.0,57.0,Fem,False,2.0,Bangladesh,54
35.0,5.0,10.0,Fem,False,2.0,Bangladesh,24
34.0,9.0,44.0,Fem,True,5.0,Bangladesh,106
45.0,3.0,44.0,Masc,False,1.0,Bangladesh,44
29.0,5.0,42.0,Fem,False,6.0,Bangladesh,108
27.0,5.0,42.0,Masc,False,4.0,Bangladesh,114
32.0,8.0,44.0,Fem,True,3.0,Bangladesh,34
24.0,6.0,44.0,Fem,False,7.0,Bangladesh,125
31.0,9.0,15.5,Fem,False,10.0,Bangladesh,44
38.0,7.0,44.0,Fem,False,3.0,Bangladesh,35
46.0,13.0,102.0,Fem,False,2.0,Bangladesh,74
43.0,6.0,22.0,Masc,True,4.0,Bangladesh,44
54.0,6.0,28.0,Fem,True,2.0,Bangladesh,27
19.0,2.0,22.0,Fem,False,4.0,Bangladesh,76
37.0,5.0,117.0,Fem,False,8.0,Bangladesh,216
49.0,6.0,117.0,Masc,True,4.0,Bangladesh,208
44.0,7.0,102.0,Masc,False,4.0,Bangladesh,297
33.0,3.0,22.0,Fem,False,9.0,Bangladesh,55
40.0,10.0,44.0,Masc,False,5.0,Bangladesh,151
36.0,3.0,44.0,Fem,False,0.0,Bangladesh,37
36.0,11.0,78.0,Masc,False,3.0,Bangladesh,64
39.0,7.0,22.0,Fem,False,1.0,Bangladesh,41
36.0,2.0,44.0,Fem,True,3.0,Bangladesh,55
31.0,4.0,44.0,Masc,False,2.0,Bangladesh,61
22.0,5.0,42.0,Fem,True,10.0,Bangladesh,121
28.0,8.0,15.5,Fem,False,7.0,Bangladesh,68
34.0,14.0,44.0,Fem,False,4.0,Bangladesh,92
42.0,7.0,102.0,Fem,False,4.0,Bangladesh,36
21.0,5.0,57.0,Fem,False,4.0,Bangladesh,81
66.0,8.0,42.0,Fem,False,3.0,Bangladesh,32
37.0,6.0,44.0,Fem,False,3.0,Bangladesh,49
26.0,8.0,44.0,Fem,False,3.0,Bangladesh,42
41.0,4.0,28.0,Fem,False,2.0,Bangladesh,19
40.0,4.0,22.0,Masc,False,3.0,Bangladesh,43
42.0,9.0,42.0,Fem,True,6.0,Bangladesh,54
31.0,7.0,22.0,Masc,False,7.0,Bangladesh,62
61.0,5.0,15.5,Fem,True,6.0,Bangladesh,70
44.0,6.0,102.0,Fem,False,8.0,Bangladesh,129
38.0,4.0,10.0,Fem,True,1.0,Bangladesh,15
35.0,6.0,42.0,Fem,False,5.0,Bangladesh,81
42.0,6.0,28.0,Fem,False,2.0,Bangladesh,18
34.0,5.0,28.0,Masc,False,2.0,Bangladesh,23
43.0,9.0,44.0,Fem,True,5.0,Bangladesh,100
33.0,3.0,15.5,Fem,False,1.0,Bangladesh,12
53.0,5.0,44.0,Fem,False,6.0,Bangladesh,110
29.0,5.0,57.0,Masc,False,4.0,Bangladesh,116
46.0,8.0,42.0,Masc,True,3.0,Bangladesh,48
39.0,6.0,22.0,Fem,False,7.0,Bangladesh,61
34.0,9.0,15.5,Masc,False,10.0,Bangladesh,58
32.0,7.0,10.0,Fem,False,3.0,Bangladesh,21
47.0,13.0,15.5,Masc,False,2.0,Bangladesh,17
32.0,6.0,22.0,Fem,True,4.0,Bangladesh,78
46.0,6.0,44.0,Fem,True,2.0,Bangladesh,29
36.0,2.0,28.0,Masc,False,4.0,Bangladesh,129
43.0,5.0,15.5,Fem,False,8.0,Bangladesh,58
26.0,6.0,22.0,Fem,True,4.0,Bangladesh,85
32.0,7.0,28.0,Fem,False,4.0,Bangladesh,124
22.0,3.0,44.0,Fem,False,9.0,Bangladesh,42
32.0,10.0,28.0,Fem,False,5.0,Bangladesh,81
25.0,3.0,15.5,Fem,False,0.0,Bangladesh,37
25.0,11.0,57.0,Fem,False,3.0,Bangladesh,51
40.0,7.0,10.0,Fem,False,1.0,Bangladesh,20
27.0,2.0,44.0,Fem,True,3.0,Bangladesh,63
37.0,4.0,44.0,Masc,False,2.0,Bangladesh,32
36.0,5.0,42.0,Fem,True,10.0,Bangladesh,103
54.0,8.0,42.0,Masc,False,7.0,Bangladesh,104
32.0,14.0,44.0,Fem,False,4.0,Bangladesh,174
52.0,7.0,44.0,Fem,False,4.0,Bangladesh,118
28.0,5.0,15.5,Fem,False,4.0,Bangladesh,51
34.0,8.0,44.0,Fem,False,3.0,Bangladesh,58
34.0,6.0,102.0,Fem,False,3.0,Bangladesh,75
36.0,8.0,22.0,Masc,False,3.0,Bangladesh,28
29.0,4.0,28.0,Fem,False,2.0,Bangladesh,41
48.0,4.0,22.0,Fem,False,3.0,Bangladesh,26
49.0,9.0,117.0,Fem,True,6.0,Bangladesh,175
47.0,7.0,117.0,Masc,False,7.0,Bangladesh,307
31.0,5.0,102.0,Masc,True,6.0,Bangladesh,96
37.0,6.0,22.0,Fem,False,8.0,Bangladesh,80
25.0,4.0,44.0,Masc,True,1.0,Bangladesh,41
30.0,6.0,44.0,Fem,False,5.0,Bangladesh,15
33.0,6.0,78.0,Masc,False,2.0,Bangladesh,48
19.0,5.0,22.0,Fem,False,2.0,Bangladesh,18
38.0,9.0,44.0,Fem,True,5.0,Bangladesh,88
51.0,3.0,44.0,Masc,False,1.0,Bangladesh,28
34.0,5.0,42.0,Fem,False,6.0,Bangladesh,90
32.0,5.0,15.5,Fem,False,4.0,Bangladesh,32
27.0,8.0,44.0,Fem,True,3.0,Bangladesh,25
74.0,6.0,102.0,Fem,False,7.0,Bangladesh,125
40.0,9.0,57.0,Fem,False,10.0,Bangladesh,109
73.0,7.0,42.0,Fem,False,3.0,Bangladesh,46
32.0,13.0,44.0,Fem,False,2.0,Bangladesh,40
44.0,6.0,44.0,Fem,True,4.0,Bangladesh,140
78.0,6.0,28.0,Fem,True,2.0,Bangladesh,38
39.0,2.0,22.0,Masc,False,4.0,Bangladesh,61
18.0,5.0,42.0,Fem,False,8.0,Bangladesh,72
37.0,6.0,22.0,Masc,True,4.0,Bangladesh,50
46.0,7.0,15.5,Fem,False,4.0,Bangladesh,30
44.0,3.0,102.0,Fem,False,9.0,Bangladesh,196
50.0,10.0,10.0,Fem,False,5.0,Bangladesh,50
42.0,3.0,42.0,Fem,False,0.0,Bangladesh,38
31.0,11.0,28.0,Fem,False,3.0,Bangladesh,34
39.0,7.0,28.0,Masc,False,1.0,Bangladesh,29
40.0,2.0,44.0,Fem,True,3.0,Bangladesh,30
22.0,4.0,15.5,Fem,False,2.0,Bangladesh,20
32.0,5.0,44.0,Fem,True,10.0,Bangladesh,70
26.0,8.0,57.0,Masc,False,7.0,Bangladesh,156
26.0,14.0,42.0,Masc,False,4.0,Bangladesh,159
40.0,7.0,22.0,Fem,False,4.0,Bangladesh,81
34.0,5.0,15.5,Masc,False,4.0,Bangladesh,68
27.0,8.0,10.0,Fem,False,3.0,Bangladesh,22
47.0,6.0,15.5,Masc,False,3.0,Bangladesh,21
29.0,8.0,22.0,Fem,False,3.0,Bangladesh,24
35.0,4.0,44.0,Fem,False,2.0,Bangladesh,45
31.0,4.0,28.0,Masc,False,3.0,Bangladesh,36
38.0,9.0,15.5,Fem,True,6.0,Bangladesh,54
26.0,7.0,22.0,Fem,False,7.0,Bangladesh,83
41.0,5.0,28.0,Fem,True,6.0,Bangladesh,82
34.0,6.0,44.0,Fem,False,8.0,Bangladesh,97
34.0,4.0,28.0,Fem,True,1.0,Bangladesh,19
40.0,6.0,15.5,Fem,False,5.0,Bangladesh,44
25.0,6.0,57.0,Fem,False,2.0,Bangladesh,47
38.0,5.0,10.0,Fem,False,2.0,Bangladesh,13
31.0,9.0,44.0,Fem,True,5.0,Bangladesh,114
51.0,3.0,44.0,Masc,False,1.0,Bangladesh,21
41.0,5.0,42.0,Fem,False,6.0,Bangladesh,49
36.0,5.0,42.0,Masc,False,4.0,Bangladesh,90
34.0,8.0,44.0,Fem,True,3.0,Bangladesh,65
39.0,6.0,44.0,Fem,False,7.0,Bangladesh,94
36.0,9.0,15.5,Fem,False,10.0,Bangladesh,77
32.0,7.0,44.0,Fem,False,3.0,Bangladesh,13
34.0,13.0,102.0,Fem,False,2.0,Bangladesh,70
36.0,6.0,22.0,Masc,True,4.0,Bangladesh,66
29.0,6.0,28.0,Fem,True,2.0,Bangladesh,41
38.0,2.0,22.0,Fem,False,4.0,Bangladesh,47
40.0,5.0,117.0,Fem,False,8.0,Bangladesh,129
29.0,6.0,117.0,Masc,True,4.0,Bangladesh,158
31.0,7.0,102.0,Masc,False,4.0,Bangladesh,234
48.0,3.0,22.0,Fem,False,9.0,Bangladesh,59
37.0,10.0,44.0,Masc,False,5.0,Bangladesh,77
45.0,3.0,44.0,Fem,False,0.0,Bangladesh,25
35.0,11.0,78.0,Masc,False,3.0,Bangladesh,67
41.0,7.0,22.0,Fem,False,1.0,Bangladesh,34
48.0,2.0,44.0,Fem,True,3.0,Bangladesh,38
37.0,4.0,44.0,Masc,False,2.0,Bangladesh,9
26.0,5.0,42.0,Fem,True,10.0,Bangladesh,123
54.0,8.0,15.5,Fem,False,7.0,Bangladesh,46
40.0,14.0,44.0,Fem,False,4.0,Bangladesh,83
22.0,7.0,102.0,Fem,False,4.0,Bangladesh,225
45.0,5.0,57.0,Fem,False,4.0,Bangladesh,126
21.0,8.0,42.0,Fem,False,3.0,Bangladesh,37
41.0,6.0,44.0,Fem,False,3.0,Bangladesh,35
35.0,8.0,44.0,Fem,False,3.0,Bangladesh,32
24.0,4.0,28.0,Fem,False,2.0,Bangladesh,20
44.0,4.0,22.0,Masc,False,3.0,Bangladesh,48
33.0,9.0,42.0,Fem,True,6.0,Bangladesh,97
36.0,7.0,22.0,Masc,False,7.0,Bangladesh,68
25.0,5.0,15.5,Fem,True,6.0,Bangladesh,88
43.0,6.0,102.0,Fem,False,8.0,Bangladesh,145
54.0,4.0,10.0,Fem,True,1.0,Bangladesh,30
32.0,6.0,42.0,Fem,False,5.0,Bangladesh,41
30.0,6.0,28.0,Fem,False,2.0,Bangladesh,38
46.0,5.0,28.0,Masc,False,2.0,Bangladesh,29
41.0,9.0,44.0,Fem,True,5.0,Bangladesh,37
46.0,3.0,15.5,Fem,False,1.0,Bangladesh,34
47.0,5.0,44.0,Fem,False,6.0,Bangladesh,143
32.0,5.0,57.0,Masc,False,4.0,Bangladesh,112
36.0,8.0,42.0,Masc,True,3.0,Bangladesh,30
30.0,6.0,22.0,Fem,False,7.0,Bangladesh,73
26.0,9.0,15.5,Masc,False,10.0,Bangladesh,36
48.0,7.0,10.0,Fem,False,3.0,Bangladesh,22
42.0,7.0,22.0,Masc,False,3.0,Russia,55
34.0,5.0,42.0,Fem,False,5.0,Russia,162
23.0,4.0,10.0,Fem,False,3.0,Russia,32
29.0,9.0,44.0,Fem,False,3.0,Russia,79
47.0,4.0,57.0,Masc,False,6.0,Russia,175
43.0,6.0,15.5,Masc,False,2.0,Russia,68
28.0,4.0,22.0,Masc,False,5.0,Russia,99
39.0,4.0,78.0,Fem,True,8.0,Russia,239
66.0,3.0,117.0,Masc,False,9.0,Russia,324
37.0,5.0,57.0,Masc,True,9.0,Russia,193
48.0,2.0,44.0,Fem,True,1.0,Russia,78
33.0,7.0,28.0,Masc,True,3.0,Russia,68
26.0,6.0,22.0,Masc,True,9.0,Russia,114
20.0,11.0,28.0,Masc,False,4.0,Russia,130
34.0,4.0,44.0,Masc,False,4.0,Russia,53
36.0,6.0,22.0,Fem,False,10.0,Russia,194
51.0,6.0,44.0,Fem,True,0.0,Russia,98
73.0,5.0,10.0,Fem,False,9.0,Russia,126
44.0,4.0,22.0,Fem,False,4.0,Russia,149
29.0,7.0,28.0,Fem,True,10.0,Russia,120
34.0,7.0,78.0,Fem,False,6.0,Russia,168
32.0,7.0,44.0,Masc,False,6.0,Russia,226
49.0,7.0,15.5,Fem,False,7.0,Russia,173
31.0,5.0,44.0,Masc,False,5.0,Russia,95
36.0,6.0,42.0,Masc,False,2.0,Russia,66
30.0,5.0,42.0,Fem,True,6.0,Russia,194
41.0,4.0,22.0,Fem,False,7.0,Russia,138
30.0,5.0,22.0,Fem,True,2.0,Russia,45
40.0,5.0,117.0,Fem,False,7.0,Russia,288
52.0,5.0,42.0,Fem,True,4.0,Russia,185
34.0,3.0,22.0,Masc,False,3.0,Russia,42
35.0,4.0,22.0,Fem,False,1.0,Russia,77
23.0,2.0,22.0,Fem,False,6.0,Russia,146
40.0,3.0,44.0,Fem,False,10.0,Russia,165
42.0,5.0,22.0,Masc,False,0.0,Russia,51
45.0,8.0,22.0,Masc,False,3.0,Russia,42
46.0,3.0,15.5,Masc,False,5.0,Russia,126
30.0,6.0,22.0,Fem,False,4.0,Russia,107
28.0,7.0,28.0,Masc,False,4.0,Russia,196
46.0,7.0,22.0,Masc,False,6.0,Russia,121
39.0,7.0,15.5,Fem,False,3.0,Russia,32
42.0,5.0,22.0,Masc,False,5.0,Russia,100
41.0,4.0,44.0,Masc,False,3.0,Russia,63
40.0,9.0,44.0,Masc,False,3.0,Russia,34
38.0,4.0,57.0,Masc,False,6.0,Russia,122
20.0,6.0,15.5,Fem,False,2.0,Russia,54
31.0,4.0,78.0,Fem,False,5.0,Russia,358
26.0,4.0,102.0,Fem,True,8.0,Russia,235
25.0,3.0,57.0,Fem,False,9.0,Russia,284
37.0,5.0,15.5,Fem,True,9.0,Russia,86
46.0,2.0,10.0,Fem,True,1.0,Russia,66
52.0,7.0,102.0,Masc,True,3.0,Russia,159
52.0,6.0,117.0,Fem,True,9.0,Russia,273
21.0,11.0,42.0,Masc,False,4.0,Russia,88
33.0,4.0,102.0,Masc,False,4.0,Russia,145
40.0,6.0,44.0,Fem,False,10.0,Russia,61
33.0,6.0,78.0,Fem,True,0.0,Russia,101
49.0,5.0,78.0,Fem,False,9.0,Russia,247
42.0,4.0,102.0,Fem,False,4.0,Russia,146
24.0,7.0,10.0,Fem,True,10.0,Russia,198
26.0,7.0,22.0,Masc,False,6.0,Russia,205
76.0,7.0,42.0,Fem,False,6.0,Russia,186
38.0,7.0,10.0,Fem,False,7.0,Russia,88
78.0,5.0,44.0,Fem,False,5.0,Russia,187
39.0,6.0,57.0,Masc,False,2.0,Russia,59
43.0,5.0,15.5,Masc,True,6.0,Russia,154
35.0,4.0,22.0,Masc,False,7.0,Russia,73
40.0,5.0,78.0,Fem,True,2.0,Russia,79
63.0,5.0,117.0,Masc,False,7.0,Russia,156
30.0,5.0,57.0,Masc,True,4.0,Russia,321
38.0,3.0,44.0,Fem,False,3.0,Russia,74
39.0,4.0,28.0,Masc,False,1.0,Russia,32
27.0,2.0,22.0,Masc,False,6.0,Russia,175
30.0,3.0,28.0,Masc,False,10.0,Russia,191
47.0,5.0,44.0,Masc,False,0.0,Russia,69
40.0,8.0,22.0,Fem,False,3.0,Russia,41
35.0,3.0,44.0,Fem,False,5.0,Russia,219
49.0,6.0,10.0,Fem,False,4.0,Russia,179
36.0,7.0,22.0,Fem,False,4.0,Russia,149
44.0,7.0,28.0,Fem,False,6.0,Russia,181
46.0,7.0,78.0,Fem,False,3.0,Russia,38
46.0,5.0,44.0,Masc,False,5.0,Russia,215
30.0,4.0,15.5,Fem,False,3.0,Russia,69
48.0,9.0,44.0,Masc,False,3.0,Russia,86
43.0,4.0,42.0,Masc,False,6.0,Russia,214
40.0,6.0,42.0,Fem,False,2.0,Russia,61
32.0,4.0,22.0,Fem,False,5.0,Russia,128
45.0,4.0,22.0,Fem,True,8.0,Russia,117
33.0,3.0,117.0,Fem,False,9.0,Russia,246
25.0,5.0,42.0,Fem,True,9.0,Russia,87
76.0,2.0,22.0,Masc,True,1.0,Russia,79
46.0,7.0,22.0,Fem,True,3.0,Russia,52
29.0,6.0,22.0,Fem,True,9.0,Russia,192
34.0,11.0,44.0,Fem,False,4.0,Russia,206
41.0,4.0,22.0,Masc,False,4.0,Russia,157
